trip_id,starttime,,stoptime,,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Year,Month,Quarter,Hour
148829,9/24/2015 13:00,,9/24/2015 13:24,,SEA00188,1467.866,Key Arena / 1st Ave N & Harrison St,Union St & 4th Ave,SLU-19,CBD-04,Short-Term Pass Holder,NULL,NULL,2015,9,3,13
40837,2/25/2015 9:14,,2/25/2015 9:22,,SEA00344,481.24,2nd Ave & Vine St,Republican St & Westlake Ave N,BT-03,SLU-04,Annual Member,Male,1988,2015,2,1,9
121503,8/3/2015 11:12,,8/3/2015 11:21,,SEA00140,546.813,Summit Ave & E Denny Way,Frye Art Museum / Terry Ave & Columbia St,CH-01,FH-01,Annual Member,Female,1984,2015,8,3,11
100116,7/1/2015 10:05,,7/1/2015 10:13,,SEA00232,508.313,12th Ave & E Mercer St,PATH / 9th Ave & Westlake Ave,CH-15,SLU-07,Annual Member,Male,1989,2015,7,3,10
124830,8/8/2015 13:29,,8/8/2015 14:33,,SEA00276,3875.065,Dexter Ave N & Aloha St,Dexter Ave N & Aloha St,SLU-02,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,8,3,13
34356,2/5/2015 11:54,,2/5/2015 12:16,,SEA00084,1315.599,Dexter Ave N & Aloha St,2nd Ave & Blanchard St,SLU-02,BT-05,Short-Term Pass Holder,NULL,NULL,2015,2,1,11
117021,7/27/2015 13:27,,7/27/2015 13:43,,SEA00171,984.514,Key Arena / 1st Ave N & Harrison St,Lake Union Park / Valley St & Boren Ave N,SLU-19,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,7,3,13
92020,6/16/2015 18:48,,6/16/2015 19:00,,SEA00286,719.963,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Westlake Ave & 6th Ave,EL-01,SLU-15,Annual Member,Female,1974,2015,6,2,18
126134,8/10/2015 13:18,,8/10/2015 15:09,,SEA00168,6649.448,Burke Museum / E Stevens Way NE & Memorial Way NE,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-02,UW-02,Short-Term Pass Holder,NULL,NULL,2015,8,3,13
84853,6/4/2015 20:04,,6/4/2015 20:12,,SEA00097,516.295,UW Intramural Activities Building,15th Ave NE & NE 40th St,UW-07,UW-04,Annual Member,Male,1988,2015,6,2,20
82683,5/31/2015 13:40,,5/31/2015 13:55,,SEA00308,910.416,Lake Union Park / Valley St & Boren Ave N,Eastlake Ave E & E Allison St,SLU-17,EL-05,Short-Term Pass Holder,NULL,NULL,2015,5,2,13
59657,4/18/2015 13:19,,4/18/2015 13:39,,SEA00104,1193.321,Eastlake Ave E & E Allison St,12th Ave & E Mercer St,EL-05,CH-15,Annual Member,Male,1985,2015,4,2,13
72649,5/12/2015 19:24,,5/12/2015 19:30,,SEA00275,367.419,E Pine St & 16th Ave,Bellevue Ave & E Pine St,CH-07,CH-12,Annual Member,Male,1992,2015,5,2,19
145363,9/16/2015 14:35,,9/16/2015 14:47,,SEA00375,707.064,2nd Ave & Spring St,REI / Yale Ave N & John St,CBD-06,SLU-01,Annual Member,Male,1981,2015,9,3,14
41163,2/26/2015 12:37,,2/26/2015 12:42,,SEA00477,316.347,2nd Ave & Pine St,7th Ave & Union St,CBD-13,CBD-03,Annual Member,Male,1987,2015,2,1,12
102296,7/4/2015 16:27,,7/4/2015 23:21,,SEA00445,24814.741,E Blaine St & Fairview Ave E,E Blaine St & Fairview Ave E,EL-03,EL-03,Short-Term Pass Holder,NULL,NULL,2015,7,3,16
51164,3/27/2015 12:56,,3/27/2015 13:02,,SEA00395,341.774,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Annual Member,Female,1994,2015,3,1,12
31910,1/27/2015 14:33,,1/27/2015 14:40,,SEA00174,445.485,Westlake Ave & 6th Ave,2nd Ave & Blanchard St,SLU-15,BT-05,Annual Member,Male,1985,2015,1,1,14
60466,4/19/2015 12:35,,4/19/2015 12:49,,SEA00254,854.345,12th Ave & E Denny Way,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CH-06,PS-05,Short-Term Pass Holder,NULL,NULL,2015,4,2,12
87130,6/8/2015 19:19,,6/8/2015 19:35,,SEA00068,984.273,2nd Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CBD-13,CH-08,Short-Term Pass Holder,NULL,NULL,2015,6,2,19
78746,5/24/2015 18:25,,5/24/2015 18:35,,SEA00223,600.093,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-01,UW-06,Short-Term Pass Holder,NULL,NULL,2015,5,2,18
56540,4/10/2015 10:14,,4/10/2015 10:24,,SEA00498,570.482,3rd Ave & Broad St,REI / Yale Ave N & John St,BT-01,SLU-01,Annual Member,Male,1982,2015,4,2,10
1436,10/14/2014 20:08,,10/14/2014 20:36,,SEA00317,1668.231,6th Ave S & S King St,Dexter Ave & Denny Way,ID-04,SLU-18,Short-Term Pass Holder,NULL,NULL,2014,10,4,20
33325,1/31/2015 16:17,,1/31/2015 16:24,,SEA00389,436.011,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St,CH-08,CH-03,Annual Member,Male,1977,2015,1,1,16
27975,1/13/2015 15:41,,1/13/2015 15:50,,SEA00382,562.114,REI / Yale Ave N & John St,Pine St & 9th Ave,SLU-01,SLU-16,Annual Member,Male,1976,2015,1,1,15
25053,12/31/2014 16:34,,12/31/2014 16:37,,SEA00395,186.194,3rd Ave & Broad St,2nd Ave & Vine St,BT-01,BT-03,Short-Term Pass Holder,NULL,NULL,2014,12,4,16
120769,8/2/2015 1:51,,8/2/2015 1:57,,SEA00445,370.361,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Short-Term Pass Holder,NULL,NULL,2015,8,3,1
84938,6/5/2015 7:40,,6/5/2015 7:46,,SEA00179,367.003,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E,CH-03,EL-03,Annual Member,Male,1961,2015,6,2,7
3536,10/19/2014 14:41,,10/19/2014 15:36,,SEA00288,3290.494,Summit Ave E & E Republican St,2nd Ave & Blanchard St,CH-03,BT-05,Short-Term Pass Holder,NULL,NULL,2014,10,4,14
86594,6/7/2015 23:10,,6/7/2015 23:17,,SEA00497,405.271,2nd Ave & Spring St,2nd Ave & Blanchard St,CBD-06,BT-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,23
153140,10/3/2015 14:32,,10/3/2015 14:48,,SEA00054,937.295,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St,CH-12,PS-04,Short-Term Pass Holder,NULL,NULL,2015,10,4,14
149777,9/26/2015 13:45,,9/26/2015 15:30,,SEA00073,6274.796,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL,2015,9,3,13
72603,5/12/2015 17:51,,5/12/2015 17:55,,SEA00324,230.373,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave,SLU-04,SLU-07,Annual Member,Male,1987,2015,5,2,17
62521,4/21/2015 16:56,,4/21/2015 17:13,,SEA00282,1008.147,3rd Ave & Broad St,7th Ave & Union St,BT-01,CBD-03,Short-Term Pass Holder,NULL,NULL,2015,4,2,16
62773,4/22/2015 9:30,,4/22/2015 9:42,,SEA00314,699.355,Cal Anderson Park / 11th Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CH-08,PS-04,Annual Member,Male,1986,2015,4,2,9
86066,6/6/2015 21:08,,6/6/2015 21:17,,SEA00079,515.865,PATH / 9th Ave & Westlake Ave,2nd Ave & Vine St,SLU-07,BT-03,Short-Term Pass Holder,NULL,NULL,2015,6,2,21
112347,7/19/2015 12:12,,7/19/2015 13:15,,SEA00150,3760.798,Key Arena / 1st Ave N & Harrison St,Pine St & 9th Ave,SLU-19,SLU-16,Short-Term Pass Holder,NULL,NULL,2015,7,3,12
92232,6/17/2015 8:36,,6/17/2015 8:41,,SEA00485,344.354,City Hall / 4th Ave & James St,1st Ave & Marion St,CBD-07,CBD-05,Annual Member,Male,1975,2015,6,2,8
136796,8/28/2015 15:01,,8/28/2015 15:04,,SEA00332,164.452,Summit Ave & E Denny Way,Summit Ave E & E Republican St,CH-01,CH-03,Annual Member,Female,1990,2015,8,3,15
65431,4/28/2015 8:41,,4/28/2015 8:49,,SEA00053,461.721,Seattle University / E Columbia St & 12th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,FH-04,PS-05,Annual Member,Male,1980,2015,4,2,8
17469,11/27/2014 10:32,,11/27/2014 10:44,,SEA00488,755.81,Key Arena / 1st Ave N & Harrison St,Lake Union Park / Valley St & Boren Ave N,SLU-19,SLU-17,Annual Member,Male,1981,2014,11,4,10
122907,8/5/2015 12:18,,8/5/2015 15:56,,SEA00029,13074.37,1st Ave & Marion St,3rd Ave & Broad St,CBD-05,BT-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,12
85006,6/5/2015 9:12,,6/5/2015 9:23,,SEA00328,673.896,Summit Ave E & E Republican St,6th Ave & Blanchard St,CH-03,BT-04,Annual Member,Male,1982,2015,6,2,9
76228,5/20/2015 8:27,,5/20/2015 8:31,,SEA00223,211.262,15th Ave E & E Thomas St,E Pine St & 16th Ave,CH-05,CH-07,Annual Member,Female,1952,2015,5,2,8
109781,7/15/2015 18:51,,7/15/2015 19:45,,SEA00361,3258.822,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,2015,7,3,18
44999,3/9/2015 7:24,,3/9/2015 7:45,,SEA00154,1243.252,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St,SLU-19,CBD-05,Annual Member,Female,1984,2015,3,1,7
18556,12/2/2014 16:37,,12/2/2014 16:47,,SEA00263,608.201,City Hall / 4th Ave & James St,Westlake Ave & 6th Ave,CBD-07,SLU-15,Annual Member,Male,1972,2014,12,4,16
85810,6/6/2015 14:52,,6/6/2015 15:17,,SEA00065,1537.591,Republican St & Westlake Ave N,Republican St & Westlake Ave N,SLU-04,SLU-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,14
6312,10/26/2014 19:07,,10/26/2014 19:17,,SEA00028,626.906,UW Intramural Activities Building,UW McCarty Hall / Whitman Ct,UW-07,UW-01,Short-Term Pass Holder,NULL,NULL,2014,10,4,19
89829,6/13/2015 14:25,,6/13/2015 15:17,,SEA00296,3080.509,Eastlake Ave E & E Allison St,Cal Anderson Park / 11th Ave & Pine St,EL-05,CH-08,Short-Term Pass Holder,NULL,NULL,2015,6,2,14
92503,6/17/2015 16:29,,6/17/2015 16:40,,SEA00288,625.214,Occidental Park / Occidental Ave S & S Washington St,Westlake Ave & 6th Ave,PS-04,SLU-15,Annual Member,Male,1974,2015,6,2,16
92273,6/17/2015 9:24,,6/17/2015 9:34,,SEA00036,651.511,3rd Ave & Broad St,1st Ave & Marion St,BT-01,CBD-05,Annual Member,Male,1984,2015,6,2,9
62405,4/21/2015 14:48,,4/21/2015 15:04,,SEA00219,948.007,Lake Union Park / Valley St & Boren Ave N,7th Ave & Union St,SLU-17,CBD-03,Short-Term Pass Holder,NULL,NULL,2015,4,2,14
7357,10/29/2014 16:34,,10/29/2014 16:42,,SEA00331,517.864,Harvard Ave & E Pine St,Frye Art Museum / Terry Ave & Columbia St,CH-09,FH-01,Annual Member,Male,1976,2014,10,4,16
39290,2/20/2015 16:47,,2/20/2015 16:57,,SEA00081,589.001,3rd Ave & Broad St,1st Ave & Marion St,BT-01,CBD-05,Annual Member,Other,1987,2015,2,1,16
105413,7/9/2015 9:49,,7/9/2015 9:56,,SEA00271,416.531,12th Ave & E Denny Way,Republican St & Westlake Ave N,CH-06,SLU-04,Annual Member,Male,1986,2015,7,3,9
129364,8/15/2015 22:53,,8/15/2015 23:02,,SEA00107,526.945,Frye Art Museum / Terry Ave & Columbia St,Occidental Park / Occidental Ave S & S Washington St,FH-01,PS-04,Annual Member,Male,1977,2015,8,3,22
88854,6/11/2015 18:21,,6/11/2015 18:53,,SEA00465,1945.969,E Blaine St & Fairview Ave E,6th Ave S & S King St,EL-03,ID-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,18
149622,9/26/2015 9:56,,9/26/2015 10:04,,SEA00047,501.174,E Pine St & 16th Ave,6th Ave S & S King St,CH-07,ID-04,Annual Member,Male,1970,2015,9,3,9
82613,5/31/2015 12:43,,5/31/2015 12:48,,SEA00464,303.79,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave,SLU-07,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,5,2,12
102099,7/4/2015 13:10,,7/4/2015 13:21,,SEA00240,635.219,2nd Ave & Vine St,Republican St & Westlake Ave N,BT-03,SLU-04,Annual Member,Male,1981,2015,7,3,13
99779,6/30/2015 17:33,,6/30/2015 17:49,,SEA00430,1009.843,E Blaine St & Fairview Ave E,Dexter Ave & Denny Way,EL-03,SLU-18,Annual Member,Male,1980,2015,6,2,17
96979,6/25/2015 13:25,,6/25/2015 13:41,,SEA00487,983.08,City Hall / 4th Ave & James St,6th Ave S & S King St,CBD-07,ID-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,13
31362,1/25/2015 22:34,,1/25/2015 22:45,,SEA00236,664.76,1st Ave & Marion St,2nd Ave & Vine St,CBD-05,BT-03,Annual Member,Male,1985,2015,1,1,22
77140,5/21/2015 17:22,,5/21/2015 17:36,,SEA00404,804.787,2nd Ave & Spring St,Dexter Ave N & Aloha St,CBD-06,SLU-02,Annual Member,Male,1982,2015,5,2,17
134687,8/24/2015 19:13,,8/24/2015 19:16,,SEA00065,150.953,E Harrison St & Broadway Ave E,Summit Ave E & E Republican St,CH-02,CH-03,Annual Member,Male,1985,2015,8,3,19
102127,7/4/2015 13:31,,7/4/2015 13:35,,SEA00075,260.125,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N,EL-01,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,7,3,13
89939,6/13/2015 15:40,,6/13/2015 15:54,,SEA00292,830.683,Bellevue Ave & E Pine St,2nd Ave & Blanchard St,CH-12,BT-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,15
71108,5/9/2015 17:13,,5/9/2015 17:34,,SEA00184,1221.389,E Pine St & 16th Ave,Occidental Park / Occidental Ave S & S Washington St,CH-07,PS-04,Short-Term Pass Holder,NULL,NULL,2015,5,2,17
50350,3/25/2015 17:46,,3/25/2015 17:53,,SEA00194,445.778,Westlake Ave & 6th Ave,3rd Ave & Broad St,SLU-15,BT-01,Annual Member,Male,1987,2015,3,1,17
153539,10/4/2015 12:38,,10/4/2015 12:48,,SEA00245,577.497,2nd Ave & Pine St,Westlake Ave & 6th Ave,CBD-13,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,10,4,12
154434,10/6/2015 7:44,,10/6/2015 7:51,,SEA00084,442.396,Summit Ave E & E Republican St,7th Ave & Union St,CH-03,CBD-03,Annual Member,Male,1976,2015,10,4,7
66304,4/30/2015 16:42,,4/30/2015 16:56,,SEA00095,855.31,2nd Ave & Blanchard St,3rd Ave & Broad St,BT-05,BT-01,Short-Term Pass Holder,NULL,NULL,2015,4,2,16
104587,7/8/2015 4:11,,7/8/2015 4:21,,SEA00026,646.139,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St,SLU-19,CBD-05,Annual Member,Male,1962,2015,7,3,4
52966,4/1/2015 11:51,,4/1/2015 11:57,,SEA00444,340.512,12th Ave & NE Campus Pkwy,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-04,UW-06,Annual Member,Male,1990,2015,4,2,11
123825,8/6/2015 18:42,,8/6/2015 18:54,,SEA00042,713.333,Pier 69 / Alaskan Way & Clay St,2nd Ave & Blanchard St,WF-01,BT-05,Short-Term Pass Holder,NULL,NULL,2015,8,3,18
62407,4/21/2015 14:50,,4/21/2015 14:59,,SEA00444,518.243,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St,WF-01,CBD-13,Annual Member,Male,1973,2015,4,2,14
87476,6/9/2015 13:51,,6/9/2015 14:02,,SEA00230,655.214,Republican St & Westlake Ave N,7th Ave & Union St,SLU-04,CBD-03,Annual Member,Male,1962,2015,6,2,13
35497,2/10/2015 10:55,,2/10/2015 11:10,,SEA00308,935.827,UW Intramural Activities Building,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-07,UW-02,Short-Term Pass Holder,NULL,NULL,2015,2,1,10
56392,4/9/2015 22:36,,4/9/2015 23:20,,SEA00435,2686.765,REI / Yale Ave N & John St,REI / Yale Ave N & John St,SLU-01,SLU-01,Short-Term Pass Holder,NULL,NULL,2015,4,2,22
108162,7/13/2015 14:49,,7/13/2015 15:14,,SEA00221,1460.426,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,PS-04,WF-04,Short-Term Pass Holder,NULL,NULL,2015,7,3,14
79185,5/25/2015 16:39,,5/25/2015 16:57,,SEA00232,1077.073,Republican St & Westlake Ave N,Pier 69 / Alaskan Way & Clay St,SLU-04,WF-01,Short-Term Pass Holder,NULL,NULL,2015,5,2,16
151236,9/29/2015 11:34,,9/29/2015 11:48,,SEA00317,820.529,12th Ave & E Yesler Way,Harvard Ave & E Pine St,CD-01,CH-09,Annual Member,Female,1982,2015,9,3,11
22474,12/18/2014 12:24,,12/18/2014 12:28,,SEA00465,237.255,6th Ave & Blanchard St,9th Ave N & Mercer St,BT-04,DPD-01,Annual Member,Male,1990,2014,12,4,12
30274,1/22/2015 7:40,,1/22/2015 7:47,,SEA00354,373.554,3rd Ave & Broad St,Westlake Ave & 6th Ave,BT-01,SLU-15,Annual Member,Male,1980,2015,1,1,7
142891,9/11/2015 10:39,,9/11/2015 10:55,,SEA00394,972.584,E Blaine St & Fairview Ave E,2nd Ave & Pine St,EL-03,CBD-13,Annual Member,Male,1972,2015,9,3,10
96600,6/24/2015 19:34,,6/24/2015 19:44,,SEA00056,578.75,2nd Ave & Blanchard St,1st Ave & Marion St,BT-05,CBD-05,Annual Member,Female,1974,2015,6,2,19
104016,7/7/2015 8:01,,7/7/2015 8:11,,SEA00111,548.445,2nd Ave & Pine St,Republican St & Westlake Ave N,CBD-13,SLU-04,Annual Member,Male,1991,2015,7,3,8
95419,6/22/2015 18:10,,6/22/2015 18:17,,SEA00062,467.382,Westlake Ave & 6th Ave,City Hall / 4th Ave & James St,SLU-15,CBD-07,Annual Member,Male,1980,2015,6,2,18
81797,5/30/2015 7:05,,5/30/2015 7:10,,SEA00144,311.096,9th Ave N & Mercer St,Dexter Ave N & Aloha St,DPD-01,SLU-02,Annual Member,Female,1986,2015,5,2,7
114013,7/22/2015 11:01,,7/22/2015 11:04,,SEA00447,157.659,UW McCarty Hall / Whitman Ct,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-01,UW-02,Annual Member,Male,1992,2015,7,3,11
56579,4/10/2015 11:30,,4/10/2015 11:48,,SEA00043,1061.04,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St,WF-01,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,4,2,11
10838,11/7/2014 18:19,,11/7/2014 18:25,,SEA00464,360.196,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-10,UW-06,Annual Member,Female,1972,2014,11,4,18
94775,6/21/2015 15:53,,6/21/2015 16:14,,SEA00499,1273.717,City Hall / 4th Ave & James St,3rd Ave & Broad St,CBD-07,BT-01,Short-Term Pass Holder,NULL,NULL,2015,6,2,15
83648,6/2/2015 16:34,,6/2/2015 16:43,,SEA00254,555.031,Republican St & Westlake Ave N,Westlake Ave & 6th Ave,SLU-04,SLU-15,Annual Member,Male,1972,2015,6,2,16
21974,12/16/2014 11:21,,12/16/2014 11:37,,SEA00317,981.58,Westlake Ave & 6th Ave,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-15,WF-04,Short-Term Pass Holder,NULL,NULL,2014,12,4,11
146177,9/18/2015 15:27,,9/18/2015 15:42,,SEA00289,863.159,PATH / 9th Ave & Westlake Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-07,PS-05,Annual Member,Male,1977,2015,9,3,15
140969,9/7/2015 17:36,,9/7/2015 17:40,,SEA00235,230.093,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Short-Term Pass Holder,NULL,NULL,2015,9,3,17
82723,5/31/2015 14:43,,5/31/2015 16:52,,SEA00215,7748.029,1st Ave & Marion St,1st Ave & Marion St,CBD-05,CBD-05,Short-Term Pass Holder,NULL,NULL,2015,5,2,14
6169,10/26/2014 13:31,,10/26/2014 13:41,,SEA00026,589.566,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-08,CH-08,Short-Term Pass Holder,NULL,NULL,2014,10,4,13
88350,6/11/2015 7:21,,6/11/2015 7:31,,SEA00244,606.558,2nd Ave & Pine St,Pier 69 / Alaskan Way & Clay St,CBD-13,WF-01,Annual Member,Male,1992,2015,6,2,7
38087,2/17/2015 7:46,,2/17/2015 7:55,,SEA00327,542.411,Dexter Ave N & Aloha St,E Blaine St & Fairview Ave E,SLU-02,EL-03,Annual Member,Female,1973,2015,2,1,7
9783,11/4/2014 19:23,,11/4/2014 19:28,,SEA00348,321.114,Key Arena / 1st Ave N & Harrison St,2nd Ave & Vine St,SLU-19,BT-03,Annual Member,Female,1970,2014,11,4,19
13608,11/14/2014 10:30,,11/14/2014 10:35,,SEA00131,303.712,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave,CH-12,SLU-07,Annual Member,Male,1987,2014,11,4,10
46704,3/13/2015 14:29,,3/13/2015 14:32,,SEA00221,233.619,Harvard Ave & E Pine St,Pine St & 9th Ave,CH-09,SLU-16,Annual Member,Male,1991,2015,3,1,14
49402,3/22/2015 16:33,,3/22/2015 16:42,,SEA00128,540.586,12th Ave & E Denny Way,9th Ave N & Mercer St,CH-06,DPD-01,Annual Member,Male,1991,2015,3,1,16
60789,4/19/2015 16:45,,4/19/2015 17:04,,SEA00413,1141.526,E Pine St & 16th Ave,2nd Ave & Spring St,CH-07,CBD-06,Short-Term Pass Holder,NULL,NULL,2015,4,2,16
139707,9/4/2015 16:09,,9/4/2015 16:32,,SEA00478,1352.717,Harvard Ave & E Pine St,Westlake Ave & 6th Ave,CH-09,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,9,3,16
155393,10/8/2015 17:03,,10/8/2015 17:07,,SEA00043,239.492,9th Ave N & Mercer St,Dexter Ave N & Aloha St,DPD-01,SLU-02,Annual Member,Male,1971,2015,10,4,17
85301,6/5/2015 16:25,,6/5/2015 16:33,,SEA00314,448.904,Republican St & Westlake Ave N,Westlake Ave & 6th Ave,SLU-04,SLU-15,Annual Member,Male,1972,2015,6,2,16
106755,7/11/2015 10:57,,7/11/2015 11:13,,SEA00261,983.069,2nd Ave & Blanchard St,E Pine St & 16th Ave,BT-05,CH-07,Annual Member,Male,1976,2015,7,3,10
36961,2/14/2015 11:57,,2/14/2015 11:59,,SEA00277,122.457,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Annual Member,Male,1976,2015,2,1,11
19057,12/4/2014 13:28,,12/4/2014 13:46,,SEA00392,1099.261,NE 42nd St & University Way NE,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,UD-02,EL-01,Annual Member,Female,1991,2014,12,4,13
107940,7/13/2015 9:36,,7/13/2015 9:44,,SEA00227,476.572,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St,BT-03,WF-01,Short-Term Pass Holder,NULL,NULL,2015,7,3,9
72819,5/13/2015 10:33,,5/13/2015 10:47,,SEA00101,804.916,Summit Ave & E Denny Way,Occidental Park / Occidental Ave S & S Washington St,CH-01,PS-04,Annual Member,Male,1988,2015,5,2,10
46026,3/11/2015 20:56,,3/11/2015 21:13,,SEA00095,1043.165,Westlake Ave & 6th Ave,6th Ave S & S King St,SLU-15,ID-04,Short-Term Pass Holder,NULL,NULL,2015,3,1,20
67105,5/2/2015 12:54,,5/2/2015 12:58,,SEA00491,273.16,E Pine St & 16th Ave,E Pine St & 16th Ave,CH-07,CH-07,Short-Term Pass Holder,NULL,NULL,2015,5,2,12
69385,5/7/2015 11:56,,5/7/2015 12:01,,SEA00033,266.388,9th Ave N & Mercer St,PATH / 9th Ave & Westlake Ave,DPD-01,SLU-07,Annual Member,Male,1990,2015,5,2,11
97006,6/25/2015 14:31,,6/25/2015 14:57,,SEA00442,1587.936,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,NULL,NULL,2015,6,2,14
47919,3/18/2015 8:44,,3/18/2015 8:53,,SEA00156,530.471,PATH / 9th Ave & Westlake Ave,1st Ave & Marion St,SLU-07,CBD-05,Annual Member,Male,1963,2015,3,1,8
145701,9/17/2015 9:36,,9/17/2015 9:46,,SEA00494,585.283,Bellevue Ave & E Pine St,2nd Ave & Blanchard St,CH-12,BT-05,Annual Member,Male,1990,2015,9,3,9
103372,7/6/2015 8:28,,7/6/2015 9:25,,SEA00350,3415.603,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,7,3,8
112068,7/18/2015 21:42,,7/18/2015 22:09,,SEA00342,1624.962,Pier 69 / Alaskan Way & Clay St,1st Ave & Marion St,WF-01,CBD-05,Short-Term Pass Holder,NULL,NULL,2015,7,3,21
94798,6/21/2015 16:33,,6/21/2015 16:58,,SEA00497,1478.568,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
7912,10/31/2014 14:07,,10/31/2014 14:13,,SEA00359,327.466,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Intramural Activities Building,UW-02,UW-07,Annual Member,Male,1977,2014,10,4,14
28861,1/16/2015 16:21,,1/16/2015 16:31,,SEA00486,588.668,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-06,UD-01,Annual Member,Female,1990,2015,1,1,16
119038,7/30/2015 11:49,,7/30/2015 12:00,,SEA00261,651.354,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CBD-13,PS-04,Annual Member,Female,1968,2015,7,3,11
13893,11/15/2014 10:15,,11/15/2014 10:22,,SEA00194,436.17,2nd Ave & Vine St,Republican St & Westlake Ave N,BT-03,SLU-04,Annual Member,Male,1981,2014,11,4,10
125097,8/8/2015 18:04,,8/8/2015 19:22,,SEA00165,4680.988,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,18
109690,7/15/2015 17:29,,7/15/2015 17:57,,SEA00249,1728.897,Dexter Ave N & Aloha St,Dexter Ave N & Aloha St,SLU-02,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,7,3,17
98998,6/29/2015 11:01,,6/29/2015 11:09,,SEA00186,488.713,2nd Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St,BT-05,PS-04,Annual Member,Other,1977,2015,6,2,11
82041,5/30/2015 13:51,,5/30/2015 14:09,,SEA00127,1097.154,6th Ave S & S King St,2nd Ave & Spring St,ID-04,CBD-06,Short-Term Pass Holder,NULL,NULL,2015,5,2,13
